bn:09063769n	bn:09063769n
bn:14256621n	bn:14256621n
bn:00000086n	day#n#1
bn:00001939n	age#n#4
bn:00004379n	annum#n#1
bn:00004401n	anomalistic_year#n#1
bn:00006662n	tropical_year#n#1
bn:00014705n	calendar#n#1
bn:00023975n	cross_product#n#1
bn:00025700n	decimal#n#1
bn:00026447n	derivative#n#1
bn:00047010n	integral#n#1
bn:00047339n	inverse_function#n#1
bn:00051249n	limit#n#5
bn:00056030n	motion#n#2
bn:00056999n	natural_science#n#1
bn:00057102n	northeast#n#1
bn:00058102n	northwest#n#2
bn:00065552n	quantity#n#2
bn:00067975n	road#n#1
bn:00071525n	sign#n#3
bn:00073013n	southwest#n#3
bn:00078738n	year#n#1
bn:00079036n	wave#n#3
bn:00081857n	year#n#3
bn:01741213n	Phase_(waves)
bn:02441693n	Cun_(unit)
bn:03174244n	Shaku_(unit)
bn:03202879n	360_(number)
bn:03336322n	Euclidean_distance
bn:03896887n	hyperplane
bn:07773310n	bn:07773310n
bn:07773312n	bn:07773312n
bn:07891627n	bn:07891627n
bn:07891969n	bn:07891969n
bn:08145645n	bn:08145645n
bn:09773299n	bn:09773299n
bn:14221544n	railway
bn:16842008n	mathematical_symbol
bn:17258268n	parameter
bn:18274595n	bn:18274595n
bn:19830707n	Japanese_units_of_measurement
bn:21705998n	Periodic_function
bn:00056300n	multiplication#n#3
bn:12620749n	bn:12620749n
bn:12623855n	bn:12623855n
bn:12664320n	bn:12664320n
bn:16099807n	bn:16099807n
bn:00005143n	approach#n#4
bn:00007536n	axle#n#1
bn:00023860n	critical_angle#n#1
bn:00027660n	dispersion#n#1
bn:00034858n	wide-angle_lens#n#1
bn:00046643n	inferior_planet#n#1
bn:00046967n	instrument_landing#n#1
bn:00060201n	painting#n#1
bn:00062084n	photography#n#1
bn:00072457n	photokeratitis
bn:00075267n	superior_planet#n#1
bn:00210636n	shaded-pole_motor
bn:01643376n	Project_Gutenberg
bn:01719484n	pentaprism
bn:03297690n	Isosceles_trapezoid
bn:03370278n	Horizontal_situation_indicator
bn:03870542n	Wide-angle_X-ray_scattering
bn:06202455n	bn:06202455n
bn:15550891n	Revolution
bn:00046298n	inclination#n#2
bn:00069316n	satellite#n#3
bn:02812916n	2001
bn:02818038n	1908
bn:02818617n	1911
bn:00075652n	symbol#n#1
bn:00017006n	celestial_equator#n#1
bn:00047445n	IRA#n#1
bn:10546067n	bn:10546067n
bn:18341809n	Store_norske_leksikon
bn:00037525n	Gauss#n#2
bn:00040293n	German#n#2
bn:00043834n	Hermann_Minkowski#n#1
bn:00045627n	hypotenuse#n#1
bn:00051707n	Nikolai_Ivanovich_Lobachevsky#n#1
bn:00074182n	stencil#n#1
bn:01007248n	Al-Sijzi
bn:01271322n	algebraic_geometry
bn:01341431n	Michael_Atiyah
bn:02636476n	English_Wikipedia
bn:02811865n	Zhang_Heng
bn:03105243n	Ahmes
bn:03105331n	Élie_Cartan
bn:03305428n	library_and_information_science
bn:03886981n	János_Bolyai
bn:07439122n	bn:07439122n
bn:09115751n	bn:09115751n
bn:16596542n	Oswald_Veblen
bn:00045972n	image#n#7
bn:00046892n	inside#n#2
bn:00059306n	order#n#4
bn:00073092n	Spanish#n#1
bn:00074971n	subset#n#1
bn:03096218n	Inverse_hyperbolic_function
bn:03116354n	open_set
bn:03207341n	Fixed_point_(mathematics)
bn:03253232n	Union_(set_theory)
bn:03373330n	Hyperbolic_function
bn:03595116n	boundary_(topology)
bn:06268075n	bn:06268075n
bn:06285728n	bn:06285728n
bn:06441400n	bn:06441400n
bn:06446540n	bn:06446540n
bn:06450946n	bn:06450946n
bn:06460876n	bn:06460876n
bn:17872277n	exterior_angle
bn:00002193n	aviation#n#4
bn:00005103n	applied_mathematics#n#1
bn:00006547n	association_football#n#1
bn:00010543n	biology#n#1
bn:00018123n	chemistry#n#1
bn:00026275n	dentistry#n#1
bn:00029341n	e#n#4
bn:00040846n	goal#n#3
bn:00045772n	image#n#3
bn:00050673n	lens#n#1
bn:00053826n	operation#n#10
bn:00054133n	medicine#n#3
bn:00353055n	Quality_(business)
bn:00472592n	Triangulation_(computer_vision)
bn:00705079n	Perspective_(geometry)
bn:00933433n	Foundations_of_mathematics
bn:01221619n	Finitary_relation
bn:01753815n	Principia_Mathematica
bn:03188257n	180
bn:06977642n	bn:06977642n
bn:14748265n	positive_number
bn:15977173n	Orthopaedics
bn:00000420n	abscissa#n#1
bn:00014687n	calculator#n#2
bn:00016923n	CD_burner#n#1
bn:00016924n	CD_drive#n#1
bn:00034275n	field_of_view#n#1
bn:00067338n	resolution#n#2
bn:00071463n	sidereal_time#n#1
bn:00071475n	slip#n#14
bn:00073084n	span#n#4
bn:00074164n	stellar_parallax#n#1
bn:00076556n	tensor#n#1
bn:00077301n	unit_of_time#n#1
bn:00133251n	Oscillation_theory
bn:00190614n	Median_(geometry)
bn:00255672n	Caster_angle
bn:01005702n	Elevation_(ballistics)
bn:01023689n	Atmospheric_refraction
bn:01422818n	Very-long-baseline_interferometry
bn:01740377n	Parallactic_angle
bn:02968136n	Octant_(solid_geometry)
bn:03135917n	Pierre_Hérigone
bn:03160395n	Position_angle
bn:03234289n	Ivan_Matveyevich_Vinogradov
bn:03466887n	Calculator_(Windows)
bn:03904716n	bn:03904716n
bn:04093120n	bn:04093120n
bn:05828964n	bn:05828964n
bn:05920574n	bn:05920574n
bn:05957734n	bn:05957734n
bn:05968606n	bn:05968606n
bn:05972351n	bn:05972351n
bn:06154714n	Great_Russian_Entsiklopedia,_JSC
bn:06155275n	Moscow_Center_for_Continuous_Mathematical_Education
bn:10960537n	theorem_about_the_sum_of_interior_angles_of_a_polygon
bn:11078435n	bn:11078435n
bn:11107708n	bn:11107708n
bn:15126401n	Nickolay_Nikitin
bn:15677689n	Dimension_of_physical_quantity
bn:15770450n	bn:15770450n
bn:15928472n	bn:15928472n
bn:16454954n	Norm_(mathematics)
bn:17386299n	Age_of_Enlightenment
bn:02250603n	Ugao
bn:04656864n	bn:04656864n
bn:13881014n	exponent
bn:17174982n	Linear_equation
bn:00065497n	quadrant#n#4
bn:00658953n	Nové_Sedlo_(Louny_District)
bn:05072744n	bn:05072744n
bn:00000870n	achiever#n#1
bn:00003057n	letter#n#2
bn:00025651n	decagon#n#1
bn:00043961n	hexagram#n#1
bn:00057912n	nonagon#n#1
bn:00058595n	octagon#n#1
bn:00061416n	pentagram#n#1
bn:00066835n	Reform_Judaism#n#2
bn:00067662n	rhomboid#n#1
bn:00307218n	Hendecagram
bn:00428379n	Square_root_of_5
bn:00526916n	Bicentric_polygon
bn:00711347n	pentadecagon
bn:00906517n	apothem
bn:01046883n	Heptagram
bn:01105220n	Petrie_polygon
bn:01197999n	circumcircle
bn:01213160n	megagon
bn:01225872n	Decagram_(geometry)
bn:01238365n	heptadecagon
bn:01265409n	Equilateral_pentagon
bn:01646100n	Bicentric_quadrilateral
bn:01660257n	Polytope
bn:01758839n	Pythagorean_triple
bn:01822186n	Equiangular_polygon
bn:01973552n	Dodecagram
bn:02022229n	Octagram
bn:02219353n	Unit_square
bn:02394352n	Orthodiagonal_quadrilateral
bn:02485403n	Star_polygon
bn:02774489n	Square_root_of_2
bn:02839042n	Tangential_trapezoid
bn:03176198n	Golygon
bn:03199835n	icosagon
bn:03314722n	chiliagon
bn:03342954n	digon
bn:03348222n	henagon
bn:03373552n	apeirogon
bn:03400429n	antiparallelogram
bn:03411899n	enneadecagon
bn:03437380n	tetradecagon
bn:03471154n	Isotoxal_figure
bn:03488771n	hexadecagon
bn:03500774n	Skew_polygon
bn:03500834n	tridecagon
bn:03531645n	Kepler–Bouwkamp_constant
bn:03599206n	Heronian_triangle
bn:03760498n	octadecagon
bn:03805637n	Square_root_of_3
bn:03811134n	Tangential_quadrilateral
bn:03821564n	Triacontagon
bn:05083387n	bn:05083387n
bn:05089527n	bn:05089527n
bn:05093631n	bn:05093631n
bn:05094311n	bn:05094311n
bn:05103278n	bn:05103278n
bn:05121798n	bn:05121798n
bn:11323637n	bn:11323637n
bn:11326219n	bn:11326219n
bn:15727635n	dodecagon
bn:16155205n	heptagon
bn:16705565n	Equilateral_polygon
bn:17381535n	Myriagon
bn:18503042n	bn:18503042n
bn:00027457n	disk#n#2
bn:00073317n	spherical_trigonometry#n#1
bn:02081277n	Ángulos
bn:03792544n	Isoptic
bn:08467619n	bn:08467619n
bn:08481267n	bn:08481267n
bn:14416510n	bn:14416510n
bn:14484706n	bn:14484706n
bn:15092364n	bn:15092364n
bn:17267541n	bn:17267541n
bn:00069670n	science#n#1
bn:18505185n	bn:18505185n
bn:18505186n	bn:18505186n
bn:18505188n	bn:18505188n
bn:00000447n	Kelvin_scale#n#1
bn:00008791n	radix#n#1
bn:00015415n	capacitance#n#2
bn:00016661n	catalysis#n#1
bn:00017792n	electric_charge#n#1
bn:00021127n	European_Union#n#1
bn:00024510n	current#n#1
bn:00030159n	electric_potential#n#1
bn:00030164n	impedance#n#1
bn:00032574n	farad#n#1
bn:00035487n	magnetic_field#n#1
bn:00035778n	pressure#n#1
bn:00041297n	mole#n#1
bn:00042371n	henry#n#1
bn:00045954n	illuminance#n#1
bn:00046541n	inductance#n#1
bn:00048692n	kelvin#n#1
bn:00051669n	lumen#n#1
bn:00052307n	luminous_flux#n#1
bn:00052396n	lux#n#1
bn:00054702n	siemens#n#1
bn:00056605n	mym#n#1
bn:00058728n	ohm#n#1
bn:00060054n	pascal#n#1
bn:00076553n	tension#n#4
bn:00076639n	tesla#n#1
bn:00080732n	weber#n#1
bn:00425610n	Giga-
bn:00518794n	Morten_Olsen
bn:00784211n	James_Bond
bn:00928176n	10^-6
bn:01267192n	M
bn:01311511n	m
bn:01311555n	d
bn:01311578n	h
bn:01311603n	Y
bn:01311611n	E
bn:01311623n	Z
bn:01311640n	z
bn:01311650n	Yocto-
bn:01550252n	Vienne_(river)
bn:02043788n	SI_base_unit
bn:02486669n	luminous_intensity
bn:02605439n	f
bn:03273154n	CMOS
bn:03591236n	prime_(symbol)
bn:03592177n	P
bn:03613979n	p
bn:03631655n	amount_of_substance
bn:03721216n	TV8_(Sweden)
bn:03894686n	a
bn:08587272n	bn:08587272n
bn:08609338n	bn:08609338n
bn:08686074n	Helge_Zandén
bn:11520499n	double_prime
bn:11645876n	bn:11645876n
bn:11646969n	bn:11646969n
bn:11646970n	bn:11646970n
bn:11646971n	bn:11646971n
bn:11652726n	bn:11652726n
bn:11697261n	bn:11697261n
bn:15047602n	Nephus_timberlakei
bn:15114978n	bn:15114978n
bn:16304293n	Mya_baxteri
bn:16672282n	electrical_conductance
bn:16931828n	Calyptranthes_hotteana
bn:18710055n	bn:18710055n
bn:08710173n	bn:08710173n
bn:01992203n	Central_Tamil_dialect
bn:12997377n	bn:12997377n
bn:12998427n	bn:12998427n
bn:12998436n	bn:12998436n
bn:12998458n	bn:12998458n
bn:12998531n	bn:12998531n
bn:13015223n	bn:13015223n
bn:14669286n	origin_(mathematics)
bn:00032070n	X#n#2
bn:00062196n	pi#n#4
bn:00006702n	Ataturk#n#1
bn:00019878n	sewerage#n#2
bn:00024548n	curvature#n#2
bn:00026841n	diameter#n#1
bn:00049262n	kite#n#3
bn:00645257n	Abraham_ibn_Ezra
bn:03727959n	Stefano_Malinverni
bn:11831372n	bn:11831372n
bn:00005599n	argument#n#2
bn:00032111n	mining#n#1
bn:00036426n	French#n#1
bn:00042119n	signpost#n#1
bn:01484245n	Ukrainian_Soviet_Encyclopedia
bn:01513352n	right-hand_rule
bn:03307019n	Angle_of_repose
bn:03349691n	Technical_drawing
bn:03731278n	Silvanus_(mythology)
bn:04205154n	bn:04205154n
bn:05835580n	bn:05835580n
bn:05835581n	bn:05835581n
bn:05835582n	bn:05835582n
bn:05835583n	bn:05835583n
bn:05835585n	bn:05835585n
bn:05835586n	bn:05835586n
bn:05835587n	bn:05835587n
bn:05835589n	bn:05835589n
bn:05835590n	bn:05835590n
bn:05835591n	bn:05835591n
bn:05874397n	bn:05874397n
bn:11908042n	bn:11908042n
bn:11949225n	bn:11949225n
bn:16282150n	method
bn:16483474n	Marine_engineering
bn:00051346n	linear_algebra#n#1
bn:00051803n	locus#n#3
bn:00854815n	PlanetMath
bn:01626287n	Encyclopedic_Dictionary_of_Vietnam
bn:00828219n	Écretteville-sur-Mer
bn:12700974n	bn:12700974n
bn:15245014n	National_Encyclopedia_of_Uzbekistan
bn:00012426n	infiniteness#n#1
bn:00070711n	set_theory#n#1
bn:03683288n	Store_norske_leksikon
bn:00003800n	topology#n#3
bn:00035928n	mathematical_logic#n#1
bn:00037201n	game_theory#n#1
bn:00046633n	subscript#n#1
bn:00064509n	probability_theory#n#1
bn:00075257n	superscript#n#1
bn:00974698n	mathematical_physics
bn:02092443n	GeoGebra
bn:02618157n	Vector_calculus
bn:03305061n	combinatorics
bn:03341864n	complement_(set_theory)
bn:03778511n	Mathematical_statistics
bn:03869522n	Elementary_algebra
bn:12900538n	bn:12900538n
bn:12902599n	bn:12902599n
bn:12902603n	bn:12902603n
bn:12906177n	bn:12906177n
bn:12909075n	bn:12909075n
bn:20108935n	bn:20108935n
bn:12950831n	bn:12950831n
bn:16343998n	bn:16343998n
bn:12917905n	bn:12917905n
bn:15830764n	Ściapan_Niekraševič
bn:13062723n	bn:13062723n
bn:13096105n	bn:13096105n
bn:13195161n	bn:13195161n
bn:13208674n	bn:13208674n
bn:13208676n	bn:13208676n
bn:13208677n	bn:13208677n
bn:13208678n	bn:13208678n
bn:13208679n	bn:13208679n
bn:13208680n	bn:13208680n
bn:13208681n	bn:13208681n
bn:13208682n	bn:13208682n
bn:20209398n	bn:20209398n
bn:13324021n	bn:13324021n
bn:01977313n	Moscow,_India
bn:13372962n	bn:13372962n
bn:01279522n	transitive_relation
bn:13390398n	bn:13390398n
bn:13403627n	bn:13403627n
bn:13404481n	bn:13404481n
bn:00000242n	alphabet#n#2
bn:15856891n	Montfortian_dialect
bn:20263242n	bn:20263242n
bn:00013179n	London#n#1
bn:00014982n	Wales#n#1
bn:00015957n	Cardiff#n#1
bn:16278562n	Welsh
bn:00047707n	Italian#n#2
bn:00058821n	Old_Italian#n#1
bn:09068828n	bn:09068828n
bn:14168804n	bn:14168804n
bn:13580895n	bn:13580895n
bn:13580901n	bn:13580901n
bn:14090320n	bn:14090320n
bn:00003095n	alprazolam#n#1
bn:00004770n	Anton_Chekhov#n#1
bn:00005469n	Arctic_Ocean#n#1
bn:00007269n	Vienna#n#1
bn:00007575n	azithromycin#n#1
bn:00008345n	Bangkok#n#1
bn:00009849n	Benadryl#n#1
bn:00010055n	Sarah_Bernhardt#n#1
bn:00011968n	Napoleon#n#1
bn:00012681n	mind#n#1
bn:00015498n	capital#n#3
bn:00015991n	cardiovascular_system#n#1
bn:00017969n	Che_Guevara#n#1
bn:00018197n	chess#n#2
bn:00019156n	ciprofloxacin#n#1
bn:00024139n	Crusade#n#2
bn:00026519n	desert#n#1
bn:00026827n	dialectic#n#1
bn:00034994n	metronidazole#n#1
bn:00046573n	Industrial_Revolution
bn:00046723n	infrared#n#2
bn:00047950n	James_Watt#n#1
bn:00051472n	liquid#n#2
bn:00054624n	methocarbamol#n#1
bn:00056922n	national_capital#n#1
bn:00058061n	North_Pole#n#1
bn:00058574n	ocean#n#1
bn:00062612n	fish
bn:00067898n	Rio_de_Janeiro#n#1
bn:00068183n	Roman_Empire#n#1
bn:00069946n	sea#n#1
bn:00076867n	thermodynamics#n#1
bn:00078128n	Treaty_of_Versailles#n#1
bn:00078906n	ultraviolet#n#1
bn:00079982n	Vietnam_War#n#1
bn:00566796n	Cefixim
bn:01382257n	Professor_Unrat
bn:01393923n	dextromethorphan
bn:02002257n	Stizolobic_acid
bn:02335074n	Khanate_of_Bukhara
bn:02551156n	Longifolene
bn:02712424n	Pecheneg_language
bn:02758241n	Aztec_calendar_stone
bn:03101242n	Metoclopramide
bn:03368373n	Chlordiazepoxide/clidinium_bromide
bn:03591156n	clonazepam
bn:03648287n	Syr_Darya
bn:14664140n	Bari_Ashi
bn:15135695n	Sonbolabad
bn:17269581n	Berava
bn:20404877n	bn:20404877n
bn:20406274n	bn:20406274n
bn:20406908n	bn:20406908n
bn:20407837n	bn:20407837n
bn:20407963n	bn:20407963n
bn:20407987n	bn:20407987n
bn:20408140n	bn:20408140n
bn:20408394n	bn:20408394n
bn:20408755n	bn:20408755n
bn:20410131n	bn:20410131n
bn:20410184n	bn:20410184n
bn:21591447n	bn:21591447n
bn:00094068v	space#v#1
bn:00003596n	amorphous_shape#n#1
bn:00098761a	bounded#a#1
bn:00114778r	commonly#r#1
bn:00076924n	thing#n#8
bn:00034391n	figure#n#6
bn:00021751n	shape#n#1
bn:00108654a	two-dimensional#a#1
bn:00035909n	shape#n#2
bn:01076787n	Substantial_form
bn:00022374n	convex_polyhedron#n#1
bn:00069480n	scaling#n#2
bn:00078015n	translation#n#4
bn:01216631n	Mathematical_object
bn:03164081n	Digital_object_identifier
bn:03335379n	Geometric_Shapes
bn:00022379n	transport#n#1
bn:14018593n	bn:14018593n
bn:15536282n	Layoff
bn:02650057n	Solid_of_revolution
bn:02651366n	surface_of_revolution
bn:08803434n	bn:08803434n
bn:08825860n	bn:08825860n
bn:12470279n	Lorentzimys
bn:01998144n	Applied_physics
bn:03122916n	Hypercube
bn:03567576n	Ruled_surface
bn:13819800n	Trypophobia
bn:00000017n	eleven#n#1
bn:00000271n	Niels_Henrik_Abel#n#1
bn:00001759n	affine_transformation#n#1
bn:00003900n	annulus#n#1
bn:00003924n	ancient_history#n#1
bn:00016736n	catenary#n#1
bn:00017145n	center_of_gravity#n#1
bn:00024740n	cycloid#n#1
bn:00031284n	equality#n#1
bn:00031990n	Evariste_Galois#n#1
bn:00036150n	fractal#n#1
bn:00041170n	Gottfried_Wilhelm_Leibniz#n#1
bn:00041954n	group_theory#n#1
bn:00043600n	helix#n#1
bn:00047580n	Isaac_Newton#n#1
bn:00053157n	Mandelbrot_set#n#1
bn:00053830n	topological_space#n#1
bn:00053867n	matter#n#3
bn:00054510n	Mesopotamia#n#1
bn:00056284n	polynomial#n#1
bn:00057255n	Neolithic#n#1
bn:00060235n	Paleolithic#n#1
bn:00062910n	Plato#n#1
bn:00073041n	space-time#n#1
bn:00082022n	Zeno_of_Elea#n#1
bn:00221260n	Fundamental_group
bn:00369482n	Georg_Cantor
bn:00631026n	homology_(mathematics)
bn:00636853n	Hausdorff_dimension
bn:01059695n	Lebesgue_measure
bn:01104401n	computer_graphics_(computer_science)
bn:01138460n	convex_regular_polychoron
bn:01287952n	Squaring_the_circle
bn:01361370n	Menger_sponge
bn:01402284n	homotopy
bn:02328041n	Sierpinski_carpet
bn:03032919n	Dragon_curve
bn:03108228n	algebraic_topology
bn:03264866n	Otto's_encyclopedia
bn:03533385n	Dimension_theory
bn:03739845n	Diffeomorphism
bn:03743010n	Al-Battani
bn:03761951n	Ancient_Egypt
bn:03803860n	Duplication_of_the_cube
bn:03891070n	Jan_Zahradníček
bn:03942468n	measure_theory
bn:03943394n	bn:03943394n
bn:04066441n	bn:04066441n
bn:15459590n	integral_calculus
bn:15658925n	Neighbourhood_(mathematics)
bn:18133939n	bn:18133939n
bn:21706302n	element_(mathematics)
bn:00043963n	hexahedron#n#1
bn:00076645n	tesseract#n#1
bn:00080804n	wedge#n#6
bn:01843251n	4-polytope
bn:02078459n	Hermann_Gmeiner
bn:03123070n	3-sphere
bn:07113194n	bn:07113194n
bn:15854135n	body
bn:03228663n	David_George_Kendall
bn:00001758n	affine_geometry#n#1
bn:00021375n	imaginary_number#n#1
bn:00047741n	path#n#3
bn:00077669n	torus#n#1
bn:00346270n	polyline
bn:00747566n	knot_theory
bn:00841514n	Johnson_solid
bn:01091200n	Archimedean_solid
bn:01312572n	Cassini_oval
bn:01323415n	Henri_Bacry
bn:02098292n	Folium_of_Descartes
bn:02328377n	Sierpinski_gasket
bn:02543663n	hyperbolic_space
bn:03113773n	Gosper_curve
bn:03238410n	Koch_snowflake
bn:03366549n	Impossible_object
bn:03389325n	Parametric_equation
bn:03470358n	cuboctahedron
bn:03560203n	Absolute_geometry
bn:04234992n	spherical_triangle
bn:05155476n	bn:05155476n
bn:15041645n	Hyperbolic_plane
bn:00037671n	generalization#n#1
bn:00055261n	mirror#n#1
bn:00060686n	parity#n#2
bn:00064389n	prime_number#n#1
bn:00568634n	homeomorphism
bn:02248684n	quadratrix
bn:02830494n	1797
bn:03256786n	Bounded_set
bn:03770055n	Lorenzo_Mascheroni
bn:03804052n	Fermat_number
bn:00031293n	equation#n#1
bn:00034304n	field_line#n#1
bn:00036552n	frieze#n#1
bn:00037526n	normal_distribution#n#1
bn:00043657n	semicircle#n#1
bn:00044636n	honeycomb#n#2
bn:00049289n	Klein_bottle#n#1
bn:00052712n	magnet#n#1
bn:00055417n	Mobius_strip#n#1
bn:00055962n	mosaic#n#1
bn:00059631n	oscillation#n#2
bn:00071723n	sine_wave#n#1
bn:00076642n	tessellation#n#1
bn:00690827n	Hyperspace
bn:01779239n	cubic_function
bn:02235895n	Spherical_shell
bn:02479372n	Geon_(psychology)
bn:02612327n	order
bn:03122903n	N-sphere
bn:03132513n	algebraic_equation
bn:03240900n	Quartic_plane_curve
bn:03354076n	Standard_error
bn:03440088n	Rhombic_dodecahedron
bn:03837045n	Gyromite
bn:03953021n	pencil_of_lines
bn:04169183n	bn:04169183n
bn:04719968n	bn:04719968n
bn:09074624n	bn:09074624n
bn:09076918n	first_stellation_of_rhombic_dodecahedron
bn:14323602n	arcsecant
bn:14323685n	arccosecant
bn:14327540n	arccotangent
bn:14598662n	arctangent
bn:15202418n	Truncated_cone
bn:15498538n	arccosine
bn:17242802n	bn:17242802n
bn:17765279n	arcsine
bn:00009669n	visual_perception#n#1
bn:00025801n	deductive_reasoning#n#1
bn:00033992n	Felix_Klein#n#1
bn:00077989n	transformation#n#2
bn:00605762n	Intuition
bn:01775849n	Erlangen_program
bn:02604750n	vector_graphics
bn:02832119n	1872
bn:03776716n	arbelos
bn:01398703n	Topological_manifold
bn:03310964n	Embedding
bn:06466332n	bn:06466332n
bn:17010356n	bn:17010356n
bn:05058065n	bn:05058065n
bn:05058082n	bn:05058082n
bn:05114023n	bn:05114023n
bn:01696275n	Primitive_notion
bn:03105746n	Constructive_solid_geometry
bn:08385346n	bn:08385346n
bn:00005924n	arson#n#1
bn:00027641n	disorientation#n#2
bn:00059768n	outer_space#n#1
bn:00067661n	rhombohedron#n#1
bn:00074061n	statistics#n#1
bn:08592623n	bn:08592623n
bn:08659801n	bn:08659801n
bn:19569624n	bn:19569624n
bn:02082427n	th.wikipedia.org
bn:14156550n	air
bn:00062168n	physical_property#n#1
bn:00000145n	ampere#n#2
bn:00006821n	atomic_mass_unit#n#1
bn:00006931n	nuclear_physics#n#1
bn:00008647n	Jean_Baptiste_Joseph_Fourier#n#1
bn:00014374n	speed_of_light#n#1
bn:00015197n	candela#n#1
bn:00017439n	cgs#n#1
bn:00030221n	electromagnetic_unit#n#1
bn:00035488n	flux#n#7
bn:00036846n	fundamental_measure#n#1
bn:00041248n	gradient#n#1
bn:00044033n	particle_physics#n#1
bn:00045372n	hydrodynamics#n#1
bn:00048698n	kinetic_energy#n#1
bn:00050164n	Latin_alphabet#n#1
bn:00050327n	pound#n#1
bn:00055596n	moment#n#5
bn:00057447n	neutron#n#1
bn:00060051n	potential_energy#n#1
bn:00061931n	phenomenon#n#1
bn:00064652n	programming_language#n#1
bn:00065548n	quantification#n#2
bn:00067378n	rest_mass#n#1
bn:00069461n	scalar_field#n#1
bn:00073214n	specific_heat#n#1
bn:00736975n	del
bn:01022719n	Time_derivative
bn:01192554n	Volume_element
bn:01673672n	C_Sharp_(programming_language)
bn:02075154n	Transport_theory
bn:02117374n	Multiple_integral
bn:02454553n	Vector_area
bn:03064614n	philosophy_of_science
bn:03073425n	Observable_variable
bn:03293754n	Quantities,_Units_and_Symbols_in_Physical_Chemistry
bn:03307652n	CodePlex
bn:03397753n	International_Union_of_Pure_and_Applied_Physics
bn:03451655n	Multivariable_calculus
bn:03468138n	vector_field
bn:03792591n	ISO/IEC_80000
bn:03872107n	MKS_system_of_units
bn:14452914n	Delphi_(IDE)
bn:15234561n	measurements
bn:21706048n	Index_notation
bn:00003541n	ammeter#n#1
bn:00003805n	analytical_balance#n#1
bn:00007484n	Avogadro's_number#n#1
bn:00009320n	beam_balance#n#1
bn:00011909n	Boltzmann's_constant#n#1
bn:00026259n	density#n#1
bn:00042372n	Planck's_constant#n#1
bn:00046423n	refractive_index#n#1
bn:00049113n	kilometres_per_hour#n#1
bn:00069470n	scale#n#7
bn:00989878n	elementary_charge
bn:16518229n	Homogeneity_and_heterogeneity
bn:00950992n	index
bn:03336336n	permittivity
bn:00003943n	Celsius#n#1
bn:00017163n	centimetre#n#1
bn:00024266n	litre#n#1
bn:00036957n	gram#n#1
bn:00054662n	metric_ton#n#1
bn:00055052n	millimetre#n#1
bn:12820147n	bn:12820147n
bn:02854544n	1822
bn:15410056n	bn:15410056n
bn:00003612n	coulomb#n#1
bn:00029999n	special_relativity#n#1
bn:03311131n	893
bn:03350251n	Current_density
bn:03872147n	Electromagnetic_field
